id,imdb_id,popularity,budget,revenue,original_title,cast,director,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
1368,tt0083944,1.928258,15000000,125212904,First Blood,Sylvester Stallone|Richard Crenna|Brian Dennehy|Bill McKinney|Jack Starrett,Ted Kotcheff,93,Action,838,7,1982,33894636.04,282936387.2
97,tt0084827,1.336612,17000000,33000000,Tron,Jeff Bridges|Bruce Boxleitner|David Warner|Cindy Morgan|Barnard Hughes,Steven Lisberger,96,Science Fiction,432,6.6,1982,38413920.84,74568199.28
1371,tt0084602,1.241425,17000000,124000000,Rocky III,Sylvester Stallone|Talia Shire|Burt Young|Carl Weathers|Burgess Meredith,Sylvester Stallone,99,Drama,482,6.5,1982,38413920.84,280195657.9
609,tt0084516,1.193916,10700000,122200000,Poltergeist,JoBeth Williams|Craig T. Nelson|Beatrice Straight|Heather O'Rourke|Dominique Dunne,Tobe Hooper,114,Horror,425,6.8,1982,24178173.71,276128301.6
9387,tt0082198,1.176922,20000000,68851475,Conan the Barbarian,Arnold Schwarzenegger|James Earl Jones|Max von Sydow|Sandahl Bergman|Cassandra Gava,John Milius,129,Adventure,356,6.5,1982,45192848.05,155579712.4
150,tt0083511,1.161942,1000000,78868508,48 Hrs.,Nick Nolte|Eddie Murphy|Annette O'Toole|Frank McRae|James Remar,Walter Hill,96,Thriller,171,6.1,1982,2259642.403,178214624.9
154,tt0084726,0.946056,12000000,96800000,Star Trek II: The Wrath of Khan,William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|George Takei,Nicholas Meyer,113,Science Fiction,406,7,1982,27115708.83,218733384.6
13342,tt0083929,0.925383,4500000,27092880,Fast Times at Ridgemont High,Sean Penn|Jennifer Jason Leigh|Judge Reinhold|Phoebe Cates|Brian Backer,Amy Heckerling,90,Comedy,157,6.9,1982,10168390.81,61220220.46
11639,tt0083791,0.884844,15000000,40577001,The Dark Crystal,Jim Henson|Kathryn Mullen|Frank Oz|Dave Goelz|Steve Whitmire,Jim Henson|Frank Oz,93,Fantasy,123,7.3,1982,33894636.04,91689512.03
783,tt0083987,0.786388,22000000,77737889,Gandhi,Ben Kingsley|Rohini Hattangadi|Candice Bergen|Roshan Seth|Om Puri,Richard Attenborough,191,Drama,412,7.1,1982,49712132.86,175659830.3
9576,tt0084805,0.689094,21000000,177200000,Tootsie,Dustin Hoffman|Jessica Lange|Teri Garr|Dabney Coleman|Charles Durning,Sydney Pollack,116,Comedy,176,6.7,1982,47452490.45,400408633.7
11704,tt0084649,0.555585,7000000,14665733,The Secret of NIMH,Derek Jacobi|Elizabeth Hartman|Arthur Malet|Dom DeLuise|Hermione Baddeley,Don Bluth,82,Fantasy,80,7.3,1982,15817496.82,33139312.15
15764,tt0084707,0.483395,12000000,30036000,Sophie's Choice,Meryl Streep|Kevin Kline|Peter MacNicol|Rita Karin|Stephen D. Newman,Alan J. Pakula,151,Drama,74,7.1,1982,27115708.83,67870619.2
9037,tt0084021,0.475775,13200000,15171476,Grease 2,Maxwell Caulfield|Michelle Pfeiffer|Lorna Luft|Maureen Teefy|Pamela Adlon,Patricia Birch,115,Comedy,92,5.3,1982,29827279.71,34282110.48
16281,tt0083767,0.441852,8000000,21028755,Creepshow,Leslie Nielsen|Ed Harris|Hal Holbrook|Ted Danson|Stephen King,George A. Romero,120,Horror,90,6.7,1982,18077139.22,47517466.47
15739,tt0083564,0.421748,50000000,57059003,Annie,Aileen Quinn|Albert Finney|Carol Burnett|Ann Reinking|Tim Curry,John Huston,127,Comedy,99,6.2,1982,112982120.1,128932942.6
11541,tt0086617,0.358107,6000000,10278575,The Year of Living Dangerously,Mel Gibson|Sigourney Weaver|Linda Hunt|Michael Murphy|Bill Kerr,Peter Weir,115,War,31,6.7,1982,13557854.42,23225903.91
9728,tt0083972,0.336314,4000000,36690067,Friday the 13th Part III,Dana Kimmell|Paul Kratka|Tracie Savage|Jeffrey Rogers|Catherine Parks,Steve Miner,95,Horror,107,5.7,1982,9038569.61,82906431.15
10676,tt0085636,0.310497,2500000,14400000,Halloween III: Season of the Witch,Tom Atkins|Stacey Nelkin|Dan O'Herlihy|Michael Currie|Ralph Strait,Tommy Lee Wallace,96,Horror,90,4.7,1982,5649106.006,32538850.6
24226,tt0084855,0.304359,16000000,53977250,The Verdict,Paul Newman|Charlotte Rampling|Jack Warden|James Mason|Milo O'Shea,Sidney Lumet,129,Drama,47,7,1982,36154278.44,121969282.9
10724,tt0083943,0.647107,18000000,70687344,Firefox,Clint Eastwood|Freddie Jones|David Huffman|Warren Clarke|Ronald Lacey,Clint Eastwood,136,Science Fiction,60,5.1,1982,40673563.25,159728119.8
14373,tt0082250,0.464188,2,16,Death Wish 2,Charles Bronson|Jill Ireland|Vincent Gardenia|J. D. Cannon|Robin Sherwood,Michael Winner,88,Action,27,5.6,1982,4.519284805,36.15427844
24266,tt0084296,0.138162,3500000,20659423,The Man from Snowy River,Tom Burlinson|Terence Donovan|Kirk Douglas|Tommy Dysart|Bruce Kerr,George T. Miller,104,Drama,19,6.2,1982,7908748.409,46682908.22
37165,tt0120382,4.18054,60000000,264118201,The Truman Show,Jim Carrey|Laura Linney|Noah Emmerich|Natascha McElhone|Ed Harris,Peter Weir,103,Comedy,2392,7.6,1998,80261728.14,353309720.8
95,tt0120591,2.993102,140000000,553799566,Armageddon,Bruce Willis|Billy Bob Thornton|Ben Affleck|Liv Tyler|Will Patton,Michael Bay,151,Action,1559,6.4,1998,187277365.7,740815170.2
10674,tt0120762,2.770692,90000000,304320254,Mulan,Ming-Na Wen|Lea Salonga|June Foray|Soon-Tek Oh|Freda Foh Shen,Tony Bancroft|Barry Cook,88,Animation,1066,7.3,1998,120392592.2,407087824.9
36647,tt0120611,2.729745,45000000,131183530,Blade,Wesley Snipes|Stephen Dorff|Kris Kristofferson|N'Bushe Wright|Donal Logue,Stephen Norrington,120,Horror,1263,6.3,1998,60196296.11,175483613.7
115,tt0118715,2.556082,15000000,27739163,The Big Lebowski,Jeff Bridges|John Goodman|Steve Buscemi|Julianne Moore|David Huddleston,Joel Coen,117,Comedy,1696,7.6,1998,20065432.04,37106552.66
857,tt0120815,2.170136,70000000,481840909,Saving Private Ryan,Tom Hanks|Tom Sizemore|Dennis Farina|Max Martini|Joerg Stadler,Steven Spielberg,169,Drama,3396,7.7,1998,93638682.84,644556400.8
2109,tt0120812,2.045755,33000000,244386864,Rush Hour,Jackie Chan|Chris Tucker|Ken Leung|Tom Wilkinson|Tzi Ma,Brett Ratner,98,Action,727,6.8,1998,44143950.48,326915200.7
9487,tt0120623,2.005566,120000000,363398565,A Bug's Life,Kevin Spacey|Julia Louis-Dreyfus|Hayden Panettiere|Phyllis Diller|Bonnie Hunt,John Lasseter|Andrew Stanton,95,Family,1159,6.6,1998,160523456.3,486116613.9
9837,tt0120794,1.855981,70000000,218613188,The Prince of Egypt,Val Kilmer|Ralph Fiennes|Patrick Stewart|Michelle Pfeiffer|Sandra Bullock,Brenda Chapman|Steve Hickner|Simon Wells,99,Adventure,432,6.7,1998,93638682.84,292437871.1
8916,tt0120587,1.80704,60000000,171757863,Antz,Woody Allen|Dan Aykroyd|Anne Bancroft|Danny Glover|Gene Hackman,Eric Darnell|Tim Johnson,83,Adventure,714,6,1998,80261728.14,229759715.1
8195,tt0122690,1.46043,55000000,41610884,Ronin,Robert De Niro|Jean Reno|Natascha McElhone|Stellan Skarsg?rd|Sean Bean,John Frankenheimer,122,Action,363,6.6,1998,73573250.8,55662690.99
2666,tt0118929,1.422685,27000000,27200316,Dark City,Rufus Sewell|William Hurt|Kiefer Sutherland|Jennifer Connelly|Richard O'Brien,Alex Proyas,100,Mystery,466,7,1998,36117777.67,36385739.47
617,tt0120890,1.408985,20000000,67200000,Wild Things,Matt Dillon|Kevin Bacon|Denise Richards|Neve Campbell|Theresa Russell,John McNaughton,108,Crime,231,6.1,1998,26753909.38,89893135.52
544,tt0129387,1.379837,23000000,369884651,There's Something About Mary,Cameron Diaz|Ben Stiller|Matt Dillon|Lee Evans|Chris Elliott,Bobby Farrelly|Peter Farrelly,119,Romance,980,6.5,1998,30766995.79,494793021.7
846,tt0120902,1.339249,66000000,189198313,The X Files,David Duchovny|Gillian Anderson|Mitch Pileggi|William B. Davis|John Neville,Rob Bowman,121,Mystery,244,6.3,1998,88287900.96,253089726.1
73,tt0120586,1.333006,20000000,23875127,American History X,Edward Norton|Edward Furlong|Beverly D'Angelo|Avery Brooks|Jennifer Lien,Tony Kaye,119,Drama,1563,8,1998,26753909.38,31937649.21
12159,tt0120889,1.316855,85000000,71485043,What Dreams May Come,Robin Williams|Cuba Gooding Jr.|Annabella Sciorra|Max von Sydow|Jessica Brooks Grant,Vincent Ward,113,Drama,328,6.7,1998,113704114.9,95625218.13
9798,tt0120660,1.303667,90000000,250649836,Enemy of the State,Will Smith|Gene Hackman|Jon Voight|Lisa Bonet|Regina King,Tony Scott,132,Action,815,6.5,1998,120392592.2,335293149.9
8656,tt0120647,1.283006,75000000,140464664,Deep Impact,Robert Duvall|T?a Leoni|Elijah Wood|Vanessa Redgrave|Morgan Freeman,Mimi Leder,120,Action,490,5.6,1998,100327160.2,187898944.6
2157,tt0120738,1.282567,80000000,136159423,Lost in Space,Gary Oldman|William Hurt|Matt LeBlanc|Mimi Rogers|Heather Graham,Stephen Hopkins,130,Adventure,207,4.9,1998,107015637.5,182139843.2
9631,tt0120768,1.242498,50000000,44547681,The Negotiator,Samuel L. Jackson|Kevin Spacey|David Morse|Ron Rifkin|John Spencer,F. Gary Gray,140,Action,337,6.7,1998,66884773.45,59591231.03
297,tt0119643,1.22669,90000000,142940100,Meet Joe Black,Brad Pitt|Anthony Hopkins|Claire Forlani|Jeffrey Tambor|Marcia Gay Harden,Martin Brest,178,Fantasy,673,6.8,1998,120392592.2,191210324.1
944,tt0122151,1.206274,140000000,285444603,Lethal Weapon 4,Mel Gibson|Danny Glover|Joe Pesci|Rene Russo|Jet Li,Richard Donner,127,Action,438,6.1,1998,187277365.7,381837952.1
3600,tt0130018,1.175952,65000000,40002112,I Still Know What You Did Last Summer,Jennifer Love Hewitt|Freddie Prinze Jr.|Mekhi Phifer|Brandy Norwood|Muse Watson,Danny Cannon,100,Horror,198,4.9,1998,86950205.49,53510643.98
929,tt0120685,1.170499,130000000,379014294,Godzilla,Matthew Broderick|Jean Reno|Maria Pitillo|Hank Azaria|Kevin Dunn,Roland Emmerich,139,Science Fiction,582,5.1,1998,173900411,507005703.8
6435,tt0120791,1.164656,75000000,46683377,Practical Magic,Sandra Bullock|Nicole Kidman|Evan Rachel Wood|Goran Visnjic|Stockard Channing,Griffin Dunne,104,Drama,185,6.2,1998,100327160.2,62448141.89
10153,tt0120184,1.152417,75000000,13100000,Sphere,Dustin Hoffman|Sharon Stone|Samuel L. Jackson|Peter Coyote|Liev Schreiber,Barry Levinson,134,Science Fiction,238,5.6,1998,100327160.2,17523810.64
6068,tt0120828,1.095887,70000000,164000000,Six Days Seven Nights,Harrison Ford|Anne Heche|David Schwimmer|Jacqueline Obradors|Temuera Morrison,Ivan Reitman,98,Action,176,5.6,1998,93638682.84,219382056.9
1878,tt0120669,1.090942,18500000,10680275,Fear and Loathing in Las Vegas,Johnny Depp|Benicio del Toro|Tobey Maguire|Christina Ricci|Ellen Barkin,Terry Gilliam,118,Adventure,714,7.1,1998,24747366.18,14286955.48
1934,tt0138097,1.059234,25000000,289317794,Shakespeare in Love,Joseph Fiennes|Gwyneth Paltrow|Geoffrey Rush|Tom Wilkinson|Judi Dench,John Madden,122,History,399,6.7,1998,33442386.73,387019102.2
9342,tt0120746,1.057585,95000000,250288523,The Mask of Zorro,Antonio Banderas|Anthony Hopkins|Catherine Zeta-Jones|Stuart Wilson|Diego Sieres,Martin Campbell,136,Adventure,734,6.1,1998,127081069.6,334809823.2
10663,tt0120484,1.053252,23000000,185991646,The Waterboy,Adam Sandler|Kathy Bates|Fairuza Balk|Henry Winkler|Jerry Reed,Frank Coraci,90,Comedy,292,5.8,1998,30766995.79,248800182.1
1965,tt0120787,1.041331,60000000,128038368,A Perfect Murder,Michael Douglas|Gwyneth Paltrow|Viggo Mortensen|Sarita Choudhury|Constance Towers,Andrew Davis,107,Crime,158,6.3,1998,80261728.14,171276344.7
473,tt0138704,1.011829,60000,3221152,Pi,Sean Gullette|Mark Margolis|Ben Shenkman|Pamela Hart|Stephen Pearlman,Darren Aronofsky,84,Mystery,286,6.9,1998,80261.72814,4308920.436
795,tt0120632,1.001818,55000000,198685114,City of Angels,Nicolas Cage|Meg Ryan|Andre Braugher|Dennis Franz|Colm Feore,Brad Silberling,114,Drama,323,6.4,1998,73573250.8,265780176.8
8741,tt0120863,0.992143,52000000,98126565,The Thin Red Line,Sean Penn|Adrien Brody|Jim Caviezel|Ben Chaplin|George Clooney,Terrence Malick,170,Drama,413,6.8,1998,69560164.39,131263461.4
11551,tt0122718,0.968861,40000000,54682547,Small Soldiers,Gregory Smith|Kirsten Dunst|Denis Leary|Phil Hartman|David Cross,Joe Dante,110,Comedy,271,6.1,1998,53507818.76,73148595.36
3050,tt0118998,0.962802,71000000,294456605,Doctor Dolittle,Eddie Murphy|Ossie Davis|Oliver Platt|Peter Boyle|Richard Schiff,Betty Thomas,85,Comedy,353,5.3,1998,94976378.3,393893266.3
200,tt0120844,0.931643,70000000,118000000,Star Trek: Insurrection,Patrick Stewart|Jonathan Frakes|Brent Spiner|LeVar Burton|Gates McFadden,Jonathan Frakes,103,Science Fiction,230,6.2,1998,93638682.84,157848065.4
9489,tt0128853,0.922354,65000000,250821495,You've Got Mail,Tom Hanks|Meg Ryan|Katie Sagona|Greg Kinnear|Parker Posey,Nora Ephron,119,Comedy,498,6.2,1998,86950205.49,335522777.4
11808,tt0120873,0.904602,60000000,102367405,U.S. Marshals,Tommy Lee Jones|Wesley Snipes|Robert Downey Jr.|Joe Pantoliano|Daniel Roebuck,Stuart Baird,131,Thriller,194,6.1,1998,80261728.14,136936413.8
4518,tt0127536,0.893937,30000000,82150642,Elizabeth,Cate Blanchett|Geoffrey Rush|Christopher Eccleston|Joseph Fiennes|Richard Attenborough,Shekhar Kapur,124,Drama,173,6.8,1998,40130864.07,109892541.6
1389,tt0120780,0.884735,48000000,77745568,Out of Sight,George Clooney|Jennifer Lopez|Michael Keaton|Samuel L. Jackson|Dennis Farina,Steven Soderbergh,123,Romance,181,6.3,1998,64209382.52,103999894.1
11003,tt0120888,0.878645,18000000,123306987,The Wedding Singer,Adam Sandler|Drew Barrymore|Christine Taylor|Allen Covert|Jon Lovitz,Frank Coraci,95,Romance,375,6.4,1998,24078518.44,164947197.8
9454,tt0120631,0.823964,26000000,65705772,EverAfter,Drew Barrymore|Dougray Scott|Anjelica Huston|Megan Dodds|Melanie Lynskey,Andy Tennant,121,Drama,224,6.8,1998,34780082.2,87894313.5
10312,tt0129290,0.792566,50000000,202292902,Patch Adams,Robin Williams|Philip Seymour Hoffman|Bob Gunton|Peter Coyote|Michael Jeter,Tom Shadyac,115,Comedy,483,6.9,1998,66884773.45,270606298.4
9877,tt0146336,0.783938,14000000,72527595,Urban Legend,Alicia Witt|Jared Leto|Rebecca Gayheart|Michael Rosenbaum|Loretta Devine,Jamie Blanks,99,Horror,144,5.4,1998,18727736.57,97019835.21
10220,tt0128442,0.760447,12000000,22921898,Rounders,Matt Damon|John Turturro|Gretchen Mol|Goran Visnjic|Edward Norton,John Dahl,121,Drama,213,6.6,1998,16052345.63,30662519.1
9424,tt0134619,0.722412,15000000,17507368,Disturbing Behavior,James Marsden|Katie Holmes|Nick Stahl|Steve Railsback|Bruce Greenwood,David Nutter,82,Horror,45,5.6,1998,20065432.04,23419526.85
9447,tt0120595,0.718275,90000000,69131860,Babe: Pig in the City,James Cromwell|Mary Stein|Mickey Rooney|Magda Szubanski|E.G. Daily,George Miller,92,Adventure,176,5.1,1998,120392592.2,92477375.89
100,tt0120735,0.699007,1350000,3897569,"Lock, Stock and Two Smoking Barrels",Jason Flemyng|Dexter Fletcher|Nick Moran|Jason Statham|Vinnie Jones,Guy Ritchie,105,Comedy,1167,7.3,1998,1805888.883,5213760.392
9429,tt0120770,0.669113,17000000,30331165,A Night at the Roxbury,Will Ferrell|Chris Kattan|Jennifer Coolidge|Michael Clarke Duncan|Eva Mendes,John Fortenberry,81,Comedy,96,6.2,1998,22740822.97,40573861.99
547,tt0119314,0.653163,60000000,186883563,The Horse Whisperer,Robert Redford|Kristin Scott Thomas|Sam Neill|Scarlett Johansson|Dianne Wiest,Robert Redford,170,Drama,164,7,1998,80261728.14,249993295.5
11932,tt0144120,0.640933,25000000,50671850,Bride of Chucky,Ed Gale|Jennifer Tilly|Brad Dourif|Katherine Heigl|Nick Stabile,Ronny Yu,89,Comedy,162,5.4,1998,33442386.73,67783504.15
3682,tt0120577,0.616116,13000000,16757163,54,Ryan Phillippe|Salma Hayek|Mike Myers|Neve Campbell|Sherry Stringfield,Mark Christopher,93,Music,71,5.5,1998,17390041.1,22415981.02
9410,tt0119223,0.607687,25000000,55494066,Great Expectations,Gwyneth Paltrow|Ethan Hawke|Chris Cooper|Anne Bancroft|Robert De Niro,Alfonso Cuar?n,111,Comedy,74,6.5,1998,33442386.73,74234160.65
9882,tt0133952,0.577192,70000000,116672912,The Siege,Denzel Washington|Annette Bening|Bruce Willis|Tony Shalhoub|Sami Bouajila,Edward Zwick,116,Drama,196,6,1998,93638682.84,156072825.7
8688,tt0120832,0.576682,73000000,103891409,Snake Eyes,Nicolas Cage|Gary Sinise|John Heard|Carla Gugino|Tamara Tunie,Brian De Palma,98,Crime,152,5.6,1998,97651769.24,138975067.1
10215,tt0120148,0.562005,6000000,58000000,Sliding Doors,Gwyneth Paltrow|John Hannah|John Lynch|Jeanne Tripplehorn,Peter Howitt,99,Comedy,196,6.4,1998,8026172.814,77586337.21
9320,tt0118661,0.539133,60000000,48522832,The Avengers,Ralph Fiennes|Uma Thurman|Sean Connery|Patrick Macnee|Jim Broadbent,Jeremiah S. Chechik,89,Thriller,121,4.6,1998,80261728.14,64908772.51
22796,tt0124879,0.53388,20000000,18253415,Simon Birch,Jim Carrey|Ashley Judd|Ian Michael Smith|Joseph Mazzello|Oliver Platt,Mark Steven Johnson,114,Comedy,24,6.9,1998,26753909.38,24417510.54
9448,tt0120609,0.521096,13000000,27007143,The Big Hit,"Mark Wahlberg|Lou Diamond Phillips|Christina Applegate|Avery Brooks|Antonio Sab?to, Jr.",Kirk Wong,91,Action,59,6.1,1998,17390041.1,36127332.82
11568,tt0118747,0.497373,28000000,14051384,Blues Brothers 2000,Dan Aykroyd|John Goodman|Joe Morton|J. Evan Bonifant|B.B. King,John Landis,123,Music,72,5.6,1998,37455473.13,18796472.71
9469,tt0124718,0.496059,25000000,21567853,He Got Game,Denzel Washington|Ray Allen|Milla Jovovich|Rosario Dawson|Hill Harper,Spike Lee,136,Drama,79,6.6,1998,33442386.73,28851219.24
11258,tt0120696,0.492559,70000000,19870567,Hard Rain,Morgan Freeman|Christian Slater|Randy Quaid|Minnie Driver|Ed Asner,Mikael Salomon,97,Thriller,74,5.4,1998,93638682.84,26580767.44
9422,tt0120633,0.488243,70000000,56702901,A Civil Action,John Travolta|Robert Duvall|Tony Shalhoub|William H. Macy|Zeljko Ivanek,Steven Zaillian,115,Drama,48,6,1998,93638682.84,75851213.75
10683,tt0147612,0.477036,3000000,2807390,Happiness,Jane Adams|Jon Lovitz|Philip Seymour Hoffman|Dylan Baker|Evan Silverberg,Todd Solondz,139,Comedy,75,6.9,1998,4013086.407,3755432.883
11702,tt0120008,0.469693,30000000,19204929,The Replacement Killers,Chow Yun-fat|Mira Sorvino|Michael Rooker|Kenneth Tsang|J?rgen Prochnow,Antoine Fuqua,87,Drama,62,6.2,1998,40130864.07,25690346.51
9276,tt0133751,0.433845,15000000,40283321,The Faculty,Jordana Brewster|Elijah Wood|Clea DuVall|Laura Harris|Josh Hartnett,Robert Rodriguez,104,Horror,237,6.1,1998,20065432.04,53886815.98
825,tt0145734,0.423925,20000000,3970078,Playing by Heart,Gillian Anderson|Ellen Burstyn|Sean Connery|Anthony Edwards|Angelina Jolie,Willard Carroll,121,Comedy,20,6.7,1998,26753909.38,5310755.352
15037,tt0127723,0.396129,10000000,25605015,Can't Hardly Wait,Jennifer Love Hewitt|Ethan Embry|Charlie Korsmo|Lauren Ambrose|Peter Facinelli,Harry Elfont|Deborah Kaplan,100,Comedy,74,6.2,1998,13376954.69,34251712.55
11675,tt0120694,0.388858,17000000,55041738,Halloween: H20,Jamie Lee Curtis|Josh Hartnett|Adam Arkin|Michelle Williams|Joseph Gordon-Levitt,Steve Miner,86,Horror,142,5.7,1998,22740822.97,73629083.53
11252,tt0155975,0.38868,60000000,37141130,Psycho,Vince Vaughn|Anne Heche|Julianne Moore|Viggo Mortensen|William H. Macy,Gus Van Sant,105,Horror,112,4.9,1998,80261728.14,49683521.32
9457,tt0118956,0.383321,45000000,11203026,Deep Rising,Treat Williams|Famke Janssen|Anthony Heald|Kevin J. O'Connor|Una Damon,Stephen Sommers,106,Adventure,61,5.8,1998,60196296.11,14986237.12
14283,tt0120802,0.375143,18000000,9495408,The Red Violin,Carlo Cecchi|Irene Grazioli|Anita Laurenzi|Tommaso Puntelli|Samuele Amighetti,Fran?ois Girard,131,Drama,49,6.6,1998,24078518.44,12701964.26
10029,tt0124198,0.366598,30000000,9898412,Very Bad Things,Jon Favreau|Leland Orser|Cameron Diaz|Christian Slater|Jeremy Piven,Peter Berg,100,Comedy,83,6.2,1998,40130864.07,13241060.88
9425,tt0120157,0.577579,75000000,14567883,Soldier,Kurt Russell|Jason Scott Lee|Jason Isaacs|Connie Nielsen|Sean Pertwee,Paul W.S. Anderson,99,Action,94,5.8,1998,100327160.2,19487391.08
9844,tt0120777,0.349511,5000000,5879254,The Opposite of Sex,Christina Ricci|Martin Donovan|Lisa Kudrow|Lyle Lovett|Johnny Galecki,Don Roos,105,Comedy,28,5.4,1998,6688477.345,7864651.437
9452,tt0118798,0.305742,30000000,29202884,Bulworth,Warren Beatty|Halle Berry|Sean Astin|Christine Baranski|Adilah Barnes,Warren Beatty,108,Comedy,27,6.2,1998,40130864.07,39064565.61
9464,tt0118789,0.263935,1500000,2375097,Buffalo '66,Vincent Gallo|Christina Ricci|Ben Gazzara|Mickey Rourke|Rosanna Arquette,Vincent Gallo,110,Romance,84,6.9,1998,2006543.204,3177156.496
9490,tt0120693,0.262171,8000000,17460020,Half Baked,Dave Chappelle|Tommy Chong|Harland Williams|Guillermo D?az|Jim Breuer,Tamra Davis,82,Comedy,86,6.3,1998,10701563.75,23356189.64
3033,tt0120684,0.189141,10000000,6451628,Gods and Monsters,Ian McKellen|Brendan Fraser|Lynn Redgrave|Lolita Davidovich|David Dukes,Bill Condon,105,Drama,23,5.6,1998,13376954.69,8630313.544
22256,tt0119934,0.245817,25000000,777423,Without Limits,Billy Crudup|Donald Sutherland|Monica Potter|Jeremy Sisto|Matthew Lillard,Robert Towne,117,Drama,11,6,1998,33442386.73,1039955.225
9835,tt0120741,0.240661,10000000,19000000,Jane Austen's Mafia!,Jay Mohr|Billy Burke|Christina Applegate|Pamela Gidley|Olympia Dukakis,Jim Abrahams,84,Comedy,19,5.7,1998,13376954.69,25416213.91
16148,tt0120906,0.235951,5000000,1980338,Zero Effect,Bill Pullman|Ben Stiller|Ryan O'Neal|Kim Dickens|Angela Featherstone,Jake Kasdan,116,Comedy,24,5.8,1998,6688477.345,2649089.17
24746,tt0118736,0.226558,2000000,124494,Six-String Samurai,Jeffrey Falcon|Justin McGuire|Kim De Angelo|Stephane Gauger|Clifford Hugo,Lance Mungia,91,Action,15,5.8,1998,2675390.938,166535.0597
4927,tt0138414,0.214567,1500000,870751,Edge of Seventeen,Chris Stafford|Tina Holmes|Andersen Gabrych|Stephanie McVay|Lea DeLaria,David Moreton,99,Comedy,10,4.8,1998,2006543.204,1164799.667
12257,tt0119304,0.194358,15000000,10443316,Home Fries,Drew Barrymore|Catherine O'Hara|Luke Wilson|Jake Busey|Shelley Duvall,Dean Parisot,93,Drama,18,4.7,1998,20065432.04,13969976.5
27791,tt0124102,0.188201,1100000,631221,Strangeland,Kevin Gage|Elizabeth Pe?a|Brett Harrelson|Robert Englund|Linda Cardellini,John Pieplow,86,Horror,14,4.8,1998,1471465.016,844381.4717
17127,tt0120772,0.18358,15000000,46905889,The Object of My Affection,Jennifer Aniston|Paul Rudd|Hayden Panettiere|Alan Alda|Allison Janney,Nicholas Hytner,111,Comedy,38,5.1,1998,20065432.04,62745795.19
42807,tt0120769,0.26504,27000000,76000000,The Newton Boys,Matthew McConaughey|Skeet Ulrich|Ethan Hawke|Vincent D'Onofrio|Gail Cronauer,Richard Linklater,113,Crime,16,6.4,1998,36117777.67,101664855.6
33644,tt0120703,0.162242,20000000,37672350,How Stella Got Her Groove Back,Angela Bassett|Taye Diggs|Whoopi Goldberg|Regina King|Suzzanne Douglas,Kevin Rodney Sullivan,124,Comedy,10,6.5,1998,26753909.38,50394131.9
10144,tt0097757,4.143585,40000000,211343479,The Little Mermaid,Jodi Benson|Christopher Daniel Barnes|Jason Marin|Samuel E. Wright|Buddy Hackett,Ron Clements|John Musker,83,Animation,1042,7.1,1989,70359397.56,371749996.5
89,tt0097576,3.536655,48000000,474171806,Indiana Jones and the Last Crusade,Harrison Ford|Sean Connery|Denholm Elliott|Alison Doody|John Rhys-Davies,Steven Spielberg,127,Adventure,2031,7.4,1989,84431277.07,834061065.3
639,tt0098635,2.719764,16000000,92823546,When Harry Met Sally...,Meg Ryan|Billy Crystal|Carrie Fisher|Bruno Kirby|Steven Ford,Rob Reiner,96,Comedy,532,7.1,1989,28143759.02,163275219.4
268,tt0096895,2.640852,35000000,411348924,Batman,Jack Nicholson|Michael Keaton|Kim Basinger|Michael Gough|Pat Hingle,Tim Burton,126,Fantasy,1207,6.9,1989,61564472.87,723556562
165,tt0096874,2.566875,40000000,332000000,Back to the Future Part II,Michael J. Fox|Christopher Lloyd|Lea Thompson|Elisabeth Shue|James Tolkan,Robert Zemeckis,108,Adventure,2436,7.2,1989,70359397.56,583982999.8
207,tt0097165,2.470407,16400000,235860116,Dead Poets Society,Robin Williams|Ethan Hawke|Robert Sean Leonard|Gale Hansen|Josh Charles,Peter Weir,129,Drama,1426,7.9,1989,28847353,414874391.8
2978,tt0097428,2.379507,37000000,215394738,Ghostbusters II,Bill Murray|Dan Aykroyd|Sigourney Weaver|Harold Ramis|Rick Moranis,Ivan Reitman,108,Fantasy,569,6.2,1989,65082442.74,378876100.1
709,tt0097742,2.176623,32000000,156167015,Licence to Kill,Timothy Dalton|Carey Lowell|Robert Davi|Talisa Soto|Anthony Zerbe,John Glen,133,Adventure,332,5.6,1989,56287518.05,274695427.4
5825,tt0097958,1.859089,27000000,71320000,National Lampoon's Christmas Vacation,Chevy Chase|Beverly D'Angelo|Randy Quaid|Juliette Lewis|Johnny Galecki,Jeremiah S. Chechik,97,Comedy,436,7.2,1989,47492593.35,125450805.9
9665,tt0097441,1.836091,18000000,26828365,Glory,Matthew Broderick|Denzel Washington|Cary Elwes|Morgan Freeman|Jihmi Kennedy,Edward Zwick,122,War,207,7.1,1989,31661728.9,47190689.97
2756,tt0096754,1.69108,70000000,90000098,The Abyss,Ed Harris|Mary Elizabeth Mastrantonio|Michael Biehn|Leo Burmester|Todd Graff,James Cameron,139,Adventure,446,6.9,1989,123128945.7,158308816.9
942,tt0097733,1.510501,25000000,227853986,Lethal Weapon 2,Mel Gibson|Danny Glover|Joe Pesci|Joss Ackland|Derrick O'Connor,Richard Donner,114,Action,608,6.5,1989,43974623.48,400791729.7
